@relation adult.data

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
58,' Self-emp-not-inc',164065,' Masters',14,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,18,' United-States',' <=50K'
25,' State-gov',104097,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',126129,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',51944,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',4386,0,40,' United-States',' >50K'
46,' Private',59767,' Some-college',10,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Private',33331,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
67,' ?',157403,' Prof-school',15,' Married-civ-spouse',' ?',' Husband',' White',' Male',6418,0,10,' United-States',' >50K'
35,' Local-gov',33975,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Private',143538,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
50,' ?',260579,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
46,' Private',358533,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
36,' State-gov',112497,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,1876,44,' United-States',' <=50K'
48,' Self-emp-not-inc',309895,' Some-college',10,' Divorced',' Handlers-cleaners',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
55,' Private',211678,' Assoc-voc',11,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
49,' Private',160647,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
53,' ?',220640,' Bachelors',13,' Divorced',' ?',' Other-relative',' Other',' Female',0,0,20,' United-States',' <=50K'
24,' Private',117167,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,53,' United-States',' <=50K'
54,' Private',192862,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
35,' Federal-gov',103214,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,60,' United-States',' >50K'
56,' Local-gov',216851,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
70,' Self-emp-inc',225780,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
28,' Private',314659,' Some-college',10,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,42,' United-States',' <=50K'
25,' Private',404616,' Masters',14,' Married-civ-spouse',' Farming-fishing',' Not-in-family',' White',' Male',0,0,99,' United-States',' >50K'
25,' Private',185287,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',137300,' Assoc-voc',11,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
27,' Private',122038,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
25,' Private',122175,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
32,' Private',203674,' Assoc-acdm',12,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,880,36,' United-States',' <=50K'
29,' Private',446559,' Assoc-acdm',12,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,50,' United-States',' <=50K'
23,' Private',174754,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
23,' Private',352139,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,24,' United-States',' <=50K'
59,' Federal-gov',190541,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Private',130620,' 12th',8,' Married-civ-spouse',' Sales',' Wife',' Asian-Pac-Islander',' Female',0,0,33,' ?',' <=50K'
33,' Private',345360,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' ?',117618,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
58,' Local-gov',239405,' 5th-6th',3,' Divorced',' Other-service',' Other-relative',' Black',' Female',0,0,40,' Haiti',' <=50K'
28,' Private',215014,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
34,' Private',207668,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
21,' Private',129674,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,48,' Mexico',' <=50K'
51,' State-gov',155594,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
49,' Federal-gov',94754,' Masters',14,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
51,' Private',332243,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
37,' ?',172256,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
54,' ?',180211,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' Asian-Pac-Islander',' Male',0,0,60,' South',' >50K'
53,' Federal-gov',177212,' Some-college',10,' Never-married',' Prof-specialty',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
58,' Private',49893,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
56,' Local-gov',267763,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' State-gov',182460,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',0,0,38,' China',' >50K'
25,' Private',191271,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
36,' Private',114059,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
44,' State-gov',199551,' 11th',7,' Separated',' Tech-support',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
47,' Self-emp-not-inc',77102,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Local-gov',98587,' Some-college',10,' Divorced',' Prof-specialty',' Own-child',' White',' Female',0,0,45,' United-States',' <=50K'
27,' Private',314240,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',3325,0,40,' United-States',' <=50K'
31,' Private',197252,' 7th-8th',4,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
19,' Private',283945,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
47,' Self-emp-not-inc',131826,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',270079,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Local-gov',19700,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,50,' United-States',' >50K'
37,' Private',86310,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
66,' ?',196736,' 1st-4th',2,' Never-married',' ?',' Not-in-family',' Black',' Male',0,0,30,' United-States',' <=50K'
52,' Self-emp-inc',177727,' 10th',6,' Married-civ-spouse',' Sales',' Husband',' White',' Male',4064,0,45,' United-States',' <=50K'
35,' Private',107991,' 11th',7,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
21,' Private',363192,' Assoc-voc',11,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
49,' State-gov',122177,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
57,' Private',46699,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Private',249550,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,44,' United-States',' <=50K'
46,' Private',33794,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
20,' Private',195411,' HS-grad',9,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,20,' United-States',' <=50K'
34,' Private',204470,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
25,' Self-emp-not-inc',257574,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
26,' Private',247455,' Bachelors',13,' Married-civ-spouse',' Sales',' Wife',' White',' Female',5178,0,42,' United-States',' >50K'
42,' Self-emp-not-inc',183765,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' ?',' <=50K'
34,' Private',190040,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
49,' Private',218357,' Assoc-voc',11,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
20,' ?',244689,' Some-college',10,' Never-married',' ?',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
50,' Private',211654,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
34,' Private',511361,' Some-college',10,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
21,' Private',351084,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
20,' ?',137876,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
18,' ?',256179,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',594,0,10,' United-States',' <=50K'
20,' Private',176321,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' Mexico',' <=50K'
43,' Private',152420,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,50,' United-States',' <=50K'
33,' Private',295649,' HS-grad',9,' Separated',' Other-service',' Unmarried',' White',' Female',0,0,40,' China',' <=50K'
23,' Private',95989,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
51,' Private',163948,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
33,' Federal-gov',348491,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' Black',' Female',0,0,40,' United-States',' >50K'
39,' Local-gov',203482,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
29,' Private',74500,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
30,' Private',177596,' Some-college',10,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,36,' United-States',' <=50K'
19,' ?',318264,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
24,' Private',190709,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
58,' Private',343957,' Bachelors',13,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
43,' Federal-gov',203637,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
34,' Private',41809,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Private',136244,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
48,' ?',144397,' Some-college',10,' Divorced',' ?',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
20,' Private',275190,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
44,' Private',320984,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
27,' Self-emp-not-inc',229125,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',150025,' 5th-6th',3,' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,40,' Guatemala',' <=50K'
38,' Private',617898,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
46,' Local-gov',121370,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
19,' Private',213644,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',193586,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',3908,0,40,' United-States',' <=50K'
37,' Private',46385,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',45781,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',14084,0,50,' United-States',' >50K'
35,' Self-emp-not-inc',207568,' 7th-8th',4,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,75,' United-States',' <=50K'
32,' Self-emp-not-inc',134727,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',153501,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
65,' State-gov',215908,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,2174,40,' United-States',' >50K'
27,' Private',298871,' Bachelors',13,' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' <=50K'
26,' Private',229523,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,56,' United-States',' <=50K'
40,' Local-gov',183096,' 9th',5,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,40,' Yugoslavia',' >50K'
21,' Private',146499,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Other-relative',' White',' Female',0,1579,40,' United-States',' <=50K'
37,' Private',91711,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
51,' State-gov',285747,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1977,60,' United-States',' >50K'
28,' Private',109001,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
80,' Private',252466,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,24,' United-States',' <=50K'
20,' Private',56322,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
31,' Private',395170,' Assoc-voc',11,' Married-civ-spouse',' Other-service',' Wife',' Amer-Indian-Eskimo',' Female',0,0,24,' Mexico',' <=50K'
36,' Private',143486,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
52,' Private',180142,' Masters',14,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
61,' Private',128831,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',323229,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
26,' ?',176077,' Some-college',10,' Never-married',' ?',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
33,' Private',110978,' Some-college',10,' Divorced',' Craft-repair',' Other-relative',' Other',' Female',0,0,40,' United-States',' <=50K'
25,' Private',427744,' 10th',6,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',143540,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',50178,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
62,' Private',147627,' 9th',5,' Never-married',' Priv-house-serv',' Not-in-family',' Black',' Female',1055,0,22,' United-States',' <=50K'
43,' Private',187322,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
52,' Private',183618,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',59380,' Some-college',10,' Married-spouse-absent',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
53,' Local-gov',293941,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Local-gov',238831,' Some-college',10,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',132222,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2415,40,' United-States',' >50K'
30,' Private',214993,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',227594,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,38,' United-States',' <=50K'
49,' Private',31339,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Private',104461,' Bachelors',13,' Never-married',' Other-service',' Not-in-family',' White',' Male',8614,0,50,' Italy',' >50K'
50,' Private',63000,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
32,' Private',44677,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',179010,' Some-college',10,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,60,' United-States',' <=50K'
54,' Private',28518,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Private',323155,' 1st-4th',2,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,85,' Mexico',' <=50K'
40,' State-gov',390781,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' Black',' Female',0,0,48,' United-States',' <=50K'
18,' Private',186909,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,16,' United-States',' <=50K'
39,' Private',179668,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
30,' State-gov',158291,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',102345,' Some-college',10,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,52,' United-States',' <=50K'
60,' Self-emp-not-inc',525878,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
50,' Private',215990,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
30,' Private',185177,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,49,' United-States',' <=50K'
41,' Federal-gov',168294,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
58,' Private',127264,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
52,' Private',158993,' HS-grad',9,' Divorced',' Other-service',' Other-relative',' Black',' Female',0,0,38,' United-States',' <=50K'
17,' ?',228373,' 10th',6,' Never-married',' ?',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
64,' State-gov',111795,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
69,' Local-gov',122850,' 10th',6,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
42,' Self-emp-not-inc',140474,' Assoc-acdm',12,' Divorced',' Craft-repair',' Own-child',' Amer-Indian-Eskimo',' Male',0,0,35,' United-States',' <=50K'
26,' Private',130931,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
57,' Private',249977,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',374116,' HS-grad',9,' Never-married',' Prof-specialty',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',142566,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Self-emp-inc',135436,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
41,' Self-emp-not-inc',57924,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',7688,0,50,' United-States',' >50K'
56,' State-gov',175057,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',308691,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
52,' Private',190909,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
28,' Self-emp-not-inc',254989,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',160275,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',176185,' Some-college',10,' Divorced',' Exec-managerial',' Other-relative',' White',' Male',0,0,60,' United-States',' <=50K'
57,' Self-emp-inc',282913,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' Cuba',' <=50K'
61,' Local-gov',167670,' Bachelors',13,' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Self-emp-not-inc',219183,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
53,' Private',30447,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
52,' Private',180062,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
45,' Private',97176,' 11th',7,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,16,' United-States',' <=50K'
35,' Private',361888,' Assoc-acdm',12,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
55,' Private',31905,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1977,40,' United-States',' >50K'
28,' Private',149769,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Cambodia',' <=50K'
48,' Private',178686,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',107123,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
48,' Private',204990,' HS-grad',9,' Never-married',' Tech-support',' Unmarried',' Black',' Female',0,0,33,' Jamaica',' <=50K'
35,' Private',189382,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',435604,' Assoc-voc',11,' Separated',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',184756,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
18,' Private',201901,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Female',0,1719,15,' United-States',' <=50K'
20,' Private',89991,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
18,' Private',256967,' 10th',6,' Never-married',' Sales',' Other-relative',' Black',' Female',0,0,40,' United-States',' <=50K'
31,' Private',123430,' 11th',7,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,65,' Mexico',' <=50K'
26,' Private',244495,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
19,' Private',156587,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,38,' United-States',' <=50K'
35,' State-gov',150488,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Federal-gov',207301,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
