@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
19247,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19248,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19249,0,0,' Married-spouse-absent',' Not-in-family',' Male',' >50K',cluster0
19250,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19251,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19252,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19253,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19254,0,0,' Divorced',' Not-in-family',' Female',' >50K',cluster0
19255,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19256,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19257,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19258,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19259,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19260,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19261,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19262,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19263,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19264,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19265,3464,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19266,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19267,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19268,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
19269,3325,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster1
19270,9386,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19271,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19272,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19273,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
19274,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19275,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19276,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19277,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19278,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19279,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
19280,14084,0,' Divorced',' Unmarried',' Female',' >50K',cluster1
19281,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19282,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19283,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19284,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19285,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19286,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19287,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19288,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19289,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19290,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19291,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19292,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19293,0,0,' Separated',' Other-relative',' Female',' <=50K',cluster0
19294,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19295,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19296,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19297,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19298,10605,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19299,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19300,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19301,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19302,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19303,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19304,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19305,0,0,' Separated',' Own-child',' Male',' <=50K',cluster0
19306,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19307,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19308,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19309,0,1740,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
19310,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19311,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19312,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19313,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19314,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19315,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19316,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19317,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19318,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19319,594,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19320,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19321,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19322,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19323,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19324,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19325,4934,0,' Divorced',' Unmarried',' Male',' >50K',cluster1
19326,7688,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19327,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
19328,0,0,' Divorced',' Other-relative',' Male',' <=50K',cluster0
19329,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19330,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19331,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19332,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19333,0,2415,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19334,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19335,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19336,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19337,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19338,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19339,0,0,' Divorced',' Other-relative',' Male',' <=50K',cluster0
19340,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19341,7298,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19342,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19343,0,0,' Married-spouse-absent',' Own-child',' Female',' <=50K',cluster0
19344,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19345,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19346,0,1564,' Married-spouse-absent',' Not-in-family',' Male',' >50K',cluster0
19347,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19348,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19349,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19350,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19351,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19352,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19353,18481,0,' Widowed',' Not-in-family',' Male',' >50K',cluster1
19354,8614,0,' Divorced',' Not-in-family',' Female',' >50K',cluster1
19355,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19356,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19357,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19358,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19359,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19360,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19361,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19362,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19363,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19364,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19365,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19366,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
19367,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19368,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19369,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19370,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19371,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19372,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19373,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19374,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19375,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19376,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19377,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19378,15024,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19379,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19380,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19381,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19382,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19383,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19384,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19385,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19386,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19387,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19388,1055,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster1
19389,3464,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19390,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19391,0,1876,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
19392,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19393,0,1876,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
19394,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19395,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19396,4650,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster1
19397,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19398,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19399,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19400,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19401,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19402,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19403,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19404,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19405,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19406,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19407,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19408,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19409,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19410,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19411,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19412,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19413,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19414,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19415,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19416,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19417,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19418,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19419,0,0,' Never-married',' Not-in-family',' Female',' >50K',cluster0
19420,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19421,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19422,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19423,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19424,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19425,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19426,0,0,' Married-spouse-absent',' Not-in-family',' Female',' <=50K',cluster0
19427,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19428,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19429,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19430,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19431,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19432,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19433,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19434,0,0,' Married-spouse-absent',' Not-in-family',' Male',' >50K',cluster0
19435,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19436,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19437,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19438,99999,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19439,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19440,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19441,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19442,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19443,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19444,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19445,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19446,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19447,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19448,0,2377,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
19449,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19450,0,2415,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19451,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19452,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19453,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19454,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19455,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19456,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19457,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
19458,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19459,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19460,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19461,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19462,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19463,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19464,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19465,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19466,7298,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19467,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19468,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19469,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19470,0,0,' Divorced',' Unmarried',' Female',' >50K',cluster0
19471,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19472,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19473,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19474,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19475,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19476,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19477,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19478,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19479,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19480,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19481,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19482,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
19483,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19484,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19485,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19486,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19487,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19488,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19489,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19490,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19491,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19492,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19493,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19494,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19495,2936,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster2
19496,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19497,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19498,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19499,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19500,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19501,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19502,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19503,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19504,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19505,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19506,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19507,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19508,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19509,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19510,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19511,0,1651,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
19512,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
19513,0,0,' Divorced',' Own-child',' Male',' <=50K',cluster0
19514,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19515,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
19516,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19517,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19518,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19519,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19520,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19521,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19522,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19523,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19524,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19525,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19526,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19527,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19528,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19529,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19530,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19531,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19532,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19533,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19534,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
19535,0,2258,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
19536,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19537,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19538,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19539,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19540,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19541,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19542,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19543,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19544,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19545,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19546,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19547,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19548,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19549,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19550,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19551,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19552,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19553,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19554,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19555,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19556,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19557,13550,0,' Never-married',' Not-in-family',' Female',' >50K',cluster1
19558,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19559,13550,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19560,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19561,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19562,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19563,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19564,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19565,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19566,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19567,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19568,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19569,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19570,6497,0,' Never-married',' Unmarried',' Female',' <=50K',cluster1
19571,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19572,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19573,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19574,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19575,0,0,' Separated',' Other-relative',' Female',' <=50K',cluster0
19576,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19577,4386,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19578,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19579,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19580,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19581,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19582,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
19583,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19584,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19585,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19586,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19587,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19588,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19589,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19590,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19591,0,1876,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19592,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19593,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19594,0,0,' Divorced',' Own-child',' Male',' <=50K',cluster0
19595,7688,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19596,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19597,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19598,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19599,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19600,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19601,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19602,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19603,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19604,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19605,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19606,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19607,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19608,0,1408,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
19609,0,2205,' Never-married',' Other-relative',' Female',' <=50K',cluster0
19610,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19611,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19612,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19613,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19614,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19615,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19616,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19617,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19618,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19619,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19620,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19621,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19622,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19623,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19624,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
