@relation 'adult.data.num-weka.filters.unsupervised.attribute.Remove-V-R1,5,8-13,15_clustered'

@attribute Instance_number numeric
@attribute age numeric
@attribute education-num numeric
@attribute relationship numeric
@attribute race numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
17661,27,11,1,0,0,0,0,50,0,cluster2
17662,33,13,1,0,0,0,0,45,0,cluster2
17663,45,13,0,0,1,0,0,40,0,cluster0
17664,65,13,1,0,0,0,0,20,0,cluster2
17665,57,10,1,0,0,99999,0,45,1,cluster1
17666,59,9,0,0,1,0,0,38,0,cluster0
17667,18,10,3,0,0,0,0,26,0,cluster0
17668,44,8,1,0,0,0,0,40,0,cluster2
17669,37,10,0,0,0,0,0,40,0,cluster0
17670,27,9,1,0,0,0,0,40,0,cluster0
17671,43,13,2,0,1,0,0,45,1,cluster0
17672,59,15,1,0,0,0,0,40,1,cluster2
17673,19,9,0,0,0,0,0,40,0,cluster0
17674,36,9,4,1,0,0,0,90,0,cluster0
17675,68,10,1,0,0,20051,0,40,1,cluster1
17676,63,7,0,0,1,2176,0,30,0,cluster1
17677,37,10,1,0,0,0,0,57,0,cluster2
17678,46,14,0,0,1,0,1876,60,0,cluster0
17679,31,12,4,0,1,0,0,35,0,cluster0
17680,23,9,3,0,0,0,0,40,0,cluster0
17681,22,10,0,0,0,0,0,30,0,cluster0
17682,49,9,1,0,0,0,1672,44,0,cluster2
17683,36,9,4,1,1,0,0,40,0,cluster0
17684,38,10,0,0,0,0,0,50,0,cluster0
17685,46,14,1,0,0,0,1902,45,1,cluster2
17686,24,12,3,0,1,0,0,40,0,cluster0
17687,26,13,3,1,1,0,0,40,0,cluster0
17688,47,4,2,4,1,0,0,40,0,cluster0
17689,40,10,1,0,0,0,1887,40,1,cluster2
17690,31,14,0,0,1,0,0,50,0,cluster0
17691,42,3,0,0,0,0,0,35,0,cluster0
17692,48,11,1,0,0,0,0,70,1,cluster2
17693,56,10,4,1,1,0,0,38,0,cluster0
17694,50,9,1,0,0,0,0,40,1,cluster2
17695,17,6,3,0,0,0,0,20,0,cluster0
17696,21,9,5,1,0,0,1719,25,0,cluster0
17697,50,9,0,0,1,0,0,40,0,cluster0
17698,49,9,0,0,1,0,0,32,0,cluster0
17699,34,9,2,0,1,0,0,15,0,cluster0
17700,32,9,1,0,0,0,0,60,1,cluster2
17701,28,10,1,0,0,0,0,40,1,cluster2
17702,62,13,1,0,0,0,0,50,1,cluster2
17703,23,13,0,0,0,0,0,15,0,cluster0
17704,24,14,0,1,1,0,0,40,0,cluster0
17705,31,11,2,0,1,0,0,40,0,cluster0
17706,36,9,1,0,0,0,0,40,0,cluster2
17707,58,12,5,0,1,0,0,35,0,cluster0
17708,46,3,2,0,1,0,0,40,0,cluster0
17709,39,14,1,0,0,0,0,40,1,cluster2
17710,48,9,3,0,1,0,0,18,0,cluster0
17711,21,9,0,0,0,0,0,42,0,cluster0
17712,39,9,1,0,0,0,0,40,0,cluster2
17713,21,10,3,0,1,0,0,35,0,cluster0
17714,33,11,1,0,0,0,0,40,1,cluster2
17715,37,9,1,0,0,0,0,50,1,cluster2
17716,29,9,4,0,1,0,0,40,0,cluster0
17717,30,13,2,4,1,0,0,40,1,cluster0
17718,43,9,3,0,1,0,0,40,0,cluster0
17719,22,9,3,0,0,0,0,40,0,cluster0
17720,25,14,3,0,1,0,0,40,1,cluster0
17721,69,10,1,0,0,0,0,40,0,cluster2
17722,17,7,3,0,1,0,0,25,0,cluster0
17723,18,7,3,0,0,0,0,12,0,cluster0
17724,54,9,4,0,1,0,0,40,0,cluster0
17725,65,9,1,0,0,0,0,45,0,cluster2
17726,28,8,5,4,0,0,0,40,0,cluster0
17727,27,11,3,0,1,0,0,38,0,cluster0
17728,35,12,4,0,0,0,0,45,1,cluster0
17729,38,11,2,0,1,0,0,40,1,cluster0
17730,33,9,1,0,0,0,0,40,0,cluster0
17731,26,9,3,0,0,0,0,40,0,cluster0
17732,56,10,2,0,1,0,0,60,1,cluster0
17733,38,13,1,3,0,0,0,70,1,cluster0
17734,51,10,2,0,1,0,2057,60,0,cluster0
17735,26,10,0,0,1,0,0,50,0,cluster0
17736,33,13,1,0,0,0,0,55,1,cluster2
17737,44,4,1,0,0,0,0,50,0,cluster0
17738,36,5,0,0,1,0,0,40,0,cluster0
17739,42,10,4,0,0,0,0,40,0,cluster0
17740,44,12,1,0,0,0,0,40,0,cluster2
17741,44,13,1,0,0,15024,0,55,1,cluster1
17742,21,10,3,0,1,0,0,20,0,cluster0
17743,41,10,1,0,0,0,0,50,1,cluster2
17744,41,16,1,0,0,15024,0,50,1,cluster1
17745,62,11,1,0,0,7298,0,50,1,cluster1
17746,27,7,0,0,0,0,0,45,0,cluster0
17747,38,13,1,0,0,0,0,40,1,cluster2
17748,60,10,0,3,1,0,0,30,0,cluster0
17749,24,8,4,0,0,0,0,40,0,cluster0
17750,24,9,1,0,0,0,0,40,0,cluster0
17751,22,9,3,0,0,0,0,40,0,cluster0
17752,32,10,4,0,1,0,0,40,0,cluster0
17753,22,2,0,0,0,0,0,24,0,cluster0
17754,51,13,1,0,0,0,0,40,0,cluster2
17755,31,14,1,0,0,0,1977,48,1,cluster2
17756,42,15,1,0,0,0,0,55,1,cluster2
17757,48,12,0,0,1,14084,0,40,1,cluster1
17758,49,9,1,0,0,7298,0,43,1,cluster1
17759,37,13,3,0,1,0,0,42,0,cluster0
17760,37,15,1,0,0,0,0,45,1,cluster2
17761,66,13,1,0,0,0,0,40,1,cluster2
17762,18,9,3,0,1,0,0,24,0,cluster0
17763,46,11,0,1,1,0,0,40,0,cluster0
17764,52,9,1,0,0,0,0,40,1,cluster2
17765,23,9,0,0,0,0,0,40,0,cluster0
17766,67,9,4,0,0,0,0,38,1,cluster0
17767,19,10,3,0,1,0,0,25,0,cluster0
17768,37,13,0,0,1,0,0,45,0,cluster0
17769,42,9,1,0,0,0,1977,60,1,cluster2
17770,39,10,1,1,0,0,0,40,0,cluster0
17771,54,9,1,0,0,0,1848,40,1,cluster2
17772,46,9,1,0,0,0,0,40,0,cluster2
17773,47,9,4,1,1,0,0,32,0,cluster0
17774,33,9,4,1,1,0,0,40,0,cluster0
17775,69,10,0,0,1,0,0,14,0,cluster0
17776,21,10,3,0,0,0,0,40,0,cluster0
17777,27,9,5,1,0,0,0,48,0,cluster0
17778,39,9,1,0,0,0,0,40,1,cluster2
17779,23,10,0,1,0,0,0,40,0,cluster0
17780,26,11,4,0,1,0,0,36,0,cluster0
17781,42,16,4,3,1,0,0,40,0,cluster0
17782,36,9,4,0,0,0,0,40,0,cluster0
17783,24,9,4,0,0,0,0,40,0,cluster0
17784,35,5,1,0,0,0,0,40,0,cluster0
17785,42,9,4,1,1,0,0,40,0,cluster0
17786,37,11,1,0,0,4386,0,44,1,cluster1
17787,41,16,1,0,0,0,0,50,1,cluster2
17788,27,11,4,1,1,0,0,40,0,cluster0
17789,42,15,1,0,0,99999,0,50,1,cluster1
17790,44,13,2,0,1,0,0,16,1,cluster0
17791,18,9,3,0,1,0,0,16,0,cluster0
17792,41,13,1,0,0,0,0,40,1,cluster2
17793,31,9,1,0,0,0,0,40,0,cluster0
17794,26,10,1,0,0,0,0,40,0,cluster0
17795,67,2,0,0,1,2062,0,34,0,cluster1
17796,37,10,1,0,0,0,0,60,1,cluster2
17797,51,9,1,0,0,0,0,40,0,cluster2
17798,26,10,3,3,0,0,0,40,0,cluster0
17799,40,12,1,0,0,7688,0,40,1,cluster1
17800,25,9,4,0,0,0,0,40,0,cluster0
17801,38,11,1,0,0,0,0,40,1,cluster2
17802,43,9,0,0,0,0,0,40,0,cluster0
17803,23,10,5,0,1,0,0,40,0,cluster0
17804,44,13,1,0,0,0,1902,50,1,cluster2
17805,60,14,0,0,1,0,0,25,0,cluster0
17806,38,14,0,0,1,0,1669,55,0,cluster0
17807,21,10,0,0,0,0,0,20,0,cluster0
17808,18,10,3,0,1,0,0,25,0,cluster0
17809,49,13,0,1,1,27828,0,60,1,cluster1
17810,43,3,4,0,1,0,0,40,0,cluster0
17811,26,7,0,0,1,0,0,65,0,cluster0
17812,36,9,1,0,0,0,0,25,1,cluster2
17813,31,9,2,0,1,5178,0,35,1,cluster1
17814,38,9,5,0,1,0,0,40,0,cluster0
17815,43,10,1,0,0,0,0,84,0,cluster2
17816,58,9,4,0,1,0,0,35,0,cluster0
17817,55,9,0,0,1,0,0,29,0,cluster0
17818,39,12,4,1,1,0,0,35,0,cluster0
17819,38,13,0,0,1,0,0,35,0,cluster0
17820,54,9,0,0,0,0,2001,35,0,cluster2
17821,57,15,1,0,0,0,0,40,0,cluster2
17822,35,12,1,0,0,0,0,52,0,cluster2
17823,44,15,1,2,0,0,0,60,1,cluster0
17824,36,9,1,0,0,0,0,40,0,cluster2
17825,58,9,1,0,0,0,0,40,0,cluster2
17826,39,10,3,1,1,0,2205,40,0,cluster0
17827,25,15,0,0,1,0,0,8,0,cluster0
17828,54,13,1,0,0,0,0,40,0,cluster2
17829,23,13,0,0,1,0,0,40,0,cluster0
17830,37,10,0,0,0,0,0,60,0,cluster2
17831,60,12,1,1,0,0,0,40,0,cluster0
17832,66,4,0,0,1,0,0,20,0,cluster0
17833,36,12,1,1,0,0,0,50,0,cluster0
17834,29,9,5,2,0,0,1564,50,1,cluster0
17835,29,13,3,2,1,2202,0,40,0,cluster1
17836,25,13,0,0,1,0,0,44,0,cluster0
17837,62,9,0,0,1,0,0,25,0,cluster0
17838,23,10,3,0,0,0,0,40,0,cluster0
17839,38,9,3,1,0,0,0,40,0,cluster0
17840,33,10,1,0,0,0,0,50,1,cluster2
17841,49,10,1,0,0,0,0,60,0,cluster2
17842,57,9,1,0,0,0,0,60,1,cluster2
17843,57,13,1,0,0,0,0,45,0,cluster2
17844,46,10,0,0,1,0,0,45,0,cluster0
17845,37,14,1,0,0,0,0,70,1,cluster2
17846,43,13,1,0,0,0,0,45,1,cluster2
17847,26,9,0,0,1,0,0,35,0,cluster0
17848,40,11,5,0,1,0,0,40,0,cluster0
17849,39,9,5,3,0,0,0,40,0,cluster0
17850,39,12,4,1,1,0,0,40,0,cluster0
17851,31,10,1,0,0,0,0,40,0,cluster0
17852,31,13,1,4,0,0,0,36,0,cluster0
17853,27,13,0,1,1,0,0,40,0,cluster0
17854,36,13,1,0,0,0,0,50,0,cluster2
17855,40,13,0,0,1,8614,0,40,1,cluster1
17856,57,9,1,0,0,0,0,40,0,cluster2
17857,24,9,0,0,1,0,0,35,0,cluster0
17858,30,10,0,0,0,0,0,45,0,cluster0
17859,28,8,0,0,0,0,0,50,0,cluster0
17860,22,13,0,0,0,0,0,40,0,cluster0
17861,31,4,3,0,0,0,0,50,0,cluster0
17862,33,9,1,0,0,0,0,44,1,cluster2
17863,20,10,5,0,0,0,0,15,0,cluster0
17864,25,8,1,4,0,0,0,60,0,cluster0
17865,49,10,1,0,0,0,0,40,0,cluster2
17866,21,9,3,0,1,0,0,35,0,cluster0
17867,45,13,1,0,0,0,0,45,1,cluster2
17868,36,9,1,0,0,0,0,45,1,cluster2
17869,41,3,0,0,1,0,0,32,0,cluster0
17870,23,13,0,0,0,0,1602,12,0,cluster2
17871,47,13,1,0,0,0,0,50,1,cluster2
17872,41,9,0,0,0,0,0,50,0,cluster0
17873,30,9,4,0,1,0,0,40,0,cluster0
17874,29,10,0,0,0,0,0,40,0,cluster0
17875,31,4,4,0,1,0,0,40,0,cluster0
17876,64,5,1,0,0,0,0,50,0,cluster2
17877,55,5,5,2,0,0,0,40,0,cluster0
17878,19,9,0,0,0,0,0,35,0,cluster0
17879,31,8,2,0,1,0,0,40,1,cluster0
17880,18,7,3,0,0,0,0,8,0,cluster0
17881,68,9,0,0,1,0,0,24,0,cluster0
17882,50,10,1,0,0,0,0,40,0,cluster2
17883,36,10,4,1,1,0,0,48,0,cluster0
17884,44,15,1,0,0,0,0,50,1,cluster2
17885,58,9,2,0,1,0,0,20,1,cluster0
17886,20,9,3,1,1,0,0,20,0,cluster0
17887,18,6,3,0,0,0,0,40,0,cluster0
17888,32,9,3,0,1,0,0,30,0,cluster0
17889,49,9,0,0,1,0,0,40,0,cluster0
17890,34,9,1,0,0,0,0,40,0,cluster0
17891,22,9,0,0,1,0,0,40,0,cluster0
17892,40,9,1,0,0,0,0,45,0,cluster2
17893,35,9,1,0,0,0,0,40,0,cluster2
17894,26,10,1,0,0,0,0,50,0,cluster2
17895,44,8,1,2,0,0,0,60,0,cluster0
17896,55,9,0,0,1,0,0,60,0,cluster0
17897,21,11,1,0,0,0,2603,40,0,cluster2
17898,54,10,2,0,1,0,0,40,0,cluster0
17899,39,10,0,0,1,2202,0,44,0,cluster1
17900,52,9,0,0,0,0,0,38,0,cluster0
17901,57,13,1,0,0,0,0,50,1,cluster2
17902,67,4,0,0,1,0,0,35,0,cluster0
17903,58,9,4,0,1,0,0,40,0,cluster0
17904,27,10,5,0,0,0,0,16,0,cluster0
17905,66,9,1,0,0,0,0,15,0,cluster0
17906,41,10,0,0,0,0,0,40,0,cluster0
17907,18,7,3,0,1,0,0,16,0,cluster0
17908,58,9,4,0,0,8614,0,52,1,cluster1
17909,50,3,0,0,0,0,0,37,0,cluster0
17910,31,10,0,0,0,0,0,40,0,cluster0
17911,32,6,0,0,0,0,0,40,0,cluster0
17912,37,10,1,0,0,0,0,45,0,cluster2
17913,26,13,1,0,0,0,0,20,0,cluster0
17914,33,11,1,0,0,0,0,50,0,cluster2
17915,35,9,4,1,1,0,0,40,0,cluster0
17916,44,13,0,0,1,0,0,45,0,cluster0
17917,26,13,3,0,0,0,0,40,0,cluster0
17918,48,9,0,0,0,0,0,40,0,cluster0
17919,40,13,0,0,0,0,0,40,0,cluster2
17920,62,6,1,0,0,0,0,35,0,cluster0
17921,37,15,1,0,0,0,0,45,1,cluster2
17922,18,7,3,0,0,0,0,18,0,cluster0
17923,48,9,5,4,1,0,0,38,0,cluster0
17924,45,14,1,0,0,0,0,50,0,cluster2
17925,35,10,1,0,0,0,0,45,0,cluster2
17926,35,9,4,0,0,0,0,40,0,cluster0
17927,34,9,1,0,0,0,0,51,0,cluster2
17928,29,9,2,0,1,0,0,40,0,cluster0
17929,19,10,3,0,0,0,0,30,0,cluster0
17930,53,10,1,0,0,0,0,60,0,cluster2
17931,49,10,0,0,0,0,0,40,0,cluster0
17932,71,9,5,0,1,0,0,16,0,cluster0
17933,38,4,1,0,0,0,0,36,0,cluster0
17934,39,14,1,0,0,0,0,45,0,cluster2
17935,23,13,0,0,1,0,0,40,0,cluster0
17936,29,13,1,0,0,0,0,50,1,cluster2
17937,52,3,4,0,0,0,0,40,0,cluster0
17938,41,10,2,0,1,0,0,40,1,cluster0
17939,20,10,0,0,0,0,0,35,0,cluster0
17940,30,10,1,0,0,0,0,45,0,cluster2
17941,56,6,4,1,1,0,0,36,0,cluster0
17942,26,9,4,0,1,0,0,40,0,cluster0
17943,36,9,4,0,1,0,0,40,0,cluster0
17944,26,13,3,1,1,0,0,42,0,cluster0
17945,58,12,1,1,0,0,1848,40,1,cluster1
17946,24,13,3,0,0,0,0,40,0,cluster0
17947,41,10,0,2,1,0,0,32,0,cluster0
17948,27,10,3,0,0,0,0,35,0,cluster0
17949,28,10,3,0,0,0,2339,40,0,cluster2
17950,57,9,1,0,0,0,0,40,0,cluster2
17951,21,10,3,0,1,0,0,20,0,cluster0
17952,50,9,1,0,0,0,0,40,0,cluster2
17953,27,9,1,1,0,0,0,40,0,cluster0
17954,58,13,0,0,1,0,0,60,0,cluster0
17955,27,13,1,0,0,0,0,50,0,cluster2
17956,36,9,4,1,1,0,0,17,0,cluster0
17957,68,13,1,0,0,20051,0,40,1,cluster1
17958,33,9,4,0,1,0,0,40,0,cluster0
17959,19,10,3,0,1,0,0,18,0,cluster0
17960,26,9,4,1,1,0,0,40,0,cluster0
17961,37,9,4,1,1,0,0,30,0,cluster0
17962,53,9,1,0,0,0,0,45,0,cluster2
17963,32,10,0,1,0,0,0,38,0,cluster0
17964,18,7,3,0,1,0,0,25,0,cluster0
17965,53,9,1,0,0,0,0,40,1,cluster2
17966,40,13,1,0,0,0,0,40,0,cluster2
17967,50,10,4,0,1,0,0,40,0,cluster0
17968,43,13,2,0,1,15024,0,50,1,cluster1
17969,60,13,1,0,0,0,0,46,1,cluster2
17970,28,9,2,0,1,0,0,40,0,cluster0
17971,34,9,0,0,0,0,1669,45,0,cluster2
17972,37,9,0,0,0,0,0,40,0,cluster0
17973,25,9,1,0,0,0,0,40,0,cluster0
17974,46,14,1,0,0,15024,0,65,1,cluster1
17975,21,7,3,0,0,0,1762,40,0,cluster0
17976,26,13,0,0,1,0,0,45,0,cluster0
17977,47,9,5,0,1,0,0,40,0,cluster0
17978,18,8,3,0,0,0,0,20,0,cluster0
17979,22,13,0,0,1,0,0,16,0,cluster0
17980,36,10,3,0,1,0,0,30,0,cluster0
17981,59,9,1,0,0,0,0,48,0,cluster2
17982,33,9,2,0,1,0,0,38,0,cluster0
17983,33,6,0,0,0,0,0,35,0,cluster0
17984,53,13,2,2,1,0,0,50,0,cluster0
17985,44,10,1,0,0,3411,0,40,0,cluster1
17986,55,9,1,0,0,0,0,50,0,cluster2
17987,56,9,1,0,0,0,0,50,0,cluster2
17988,54,10,0,0,1,0,0,35,0,cluster0
17989,51,9,0,0,0,0,0,40,0,cluster0
17990,31,10,0,0,1,2463,0,38,0,cluster1
17991,43,14,1,0,0,0,0,50,1,cluster2
17992,44,9,4,0,1,0,0,40,0,cluster0
17993,22,10,3,0,0,0,0,50,0,cluster0
17994,43,9,1,3,0,0,0,40,0,cluster0
17995,26,12,4,1,1,0,0,40,0,cluster0
17996,30,13,3,0,0,0,0,18,0,cluster0
17997,30,5,1,0,0,2580,0,40,0,cluster1
17998,46,9,0,0,0,0,0,15,0,cluster0
17999,27,13,1,0,0,0,0,50,0,cluster2
18000,26,9,1,0,0,0,0,50,0,cluster0
18001,36,13,0,0,0,8614,0,40,1,cluster1
18002,25,9,3,0,0,0,0,35,0,cluster0
18003,30,15,0,1,1,0,0,40,0,cluster0
18004,46,9,1,1,0,7298,0,40,1,cluster1
18005,47,10,2,1,1,0,0,48,1,cluster0
18006,66,13,1,0,0,5556,0,26,1,cluster1
18007,43,6,1,0,0,0,0,40,0,cluster0
18008,71,9,0,0,1,0,0,20,0,cluster0
18009,36,13,1,0,0,0,1848,55,1,cluster2
18010,46,9,0,2,0,0,0,40,0,cluster0
18011,44,10,4,0,1,0,0,15,0,cluster0
18012,42,16,1,0,0,0,0,50,0,cluster2
18013,39,13,1,0,0,0,1977,45,1,cluster2
18014,36,12,1,0,0,0,0,50,1,cluster2
18015,60,13,1,0,0,0,1977,45,1,cluster2
18016,37,10,1,0,0,0,0,50,1,cluster2
18017,26,13,3,0,0,0,0,20,0,cluster0
18018,24,13,0,0,1,0,0,30,0,cluster0
18019,17,7,3,0,0,0,0,18,0,cluster0
18020,45,14,0,0,1,0,0,35,0,cluster0
18021,54,10,1,0,0,0,0,48,1,cluster2
18022,22,10,3,0,1,0,0,30,0,cluster0
18023,63,14,1,0,0,0,0,48,0,cluster2
18024,22,9,1,0,0,0,0,43,0,cluster0
18025,27,10,0,0,0,0,0,25,0,cluster0
18026,33,5,1,0,0,0,0,33,0,cluster0
18027,64,13,0,0,1,0,0,30,0,cluster0
18028,50,12,1,0,0,0,0,50,1,cluster2
18029,44,11,4,0,1,0,0,40,0,cluster0
18030,31,9,1,0,0,0,0,50,0,cluster2
18031,44,9,0,2,1,0,0,40,0,cluster0
18032,53,6,1,0,0,0,0,35,0,cluster0
18033,33,9,4,0,1,0,0,40,0,cluster0
18034,34,8,1,0,0,0,0,40,0,cluster0
18035,27,9,0,0,0,0,0,70,0,cluster0
18036,43,11,0,0,1,0,2339,36,0,cluster1
18037,80,9,0,0,0,0,0,20,0,cluster0
18038,31,12,0,0,1,0,0,32,0,cluster0
18039,40,9,1,1,0,0,0,40,1,cluster0
18040,53,13,1,0,0,0,0,40,0,cluster2
18041,58,9,1,0,0,0,0,44,0,cluster2
18042,38,10,1,0,0,0,0,40,1,cluster2
18043,33,15,1,0,0,0,0,40,1,cluster2
18044,48,13,1,0,0,0,0,60,1,cluster2
18045,23,10,2,1,1,0,0,40,0,cluster0
18046,31,9,3,0,0,0,0,50,0,cluster0
18047,52,14,1,0,0,0,0,70,0,cluster2
18048,24,9,3,0,0,0,0,40,0,cluster0
18049,45,5,1,0,0,0,0,40,0,cluster0
18050,36,9,2,0,1,0,0,40,1,cluster0
18051,52,3,4,0,1,0,0,40,0,cluster0
18052,54,9,1,0,0,0,0,40,0,cluster2
18053,39,15,1,0,0,0,0,55,1,cluster2
18054,40,13,1,0,0,0,0,50,1,cluster2
18055,28,9,0,2,0,0,0,50,0,cluster0
18056,21,10,3,0,0,0,0,16,0,cluster0
18057,23,10,0,0,1,0,0,40,0,cluster0
18058,36,4,4,1,0,0,0,40,0,cluster0
18059,22,10,3,0,1,0,0,15,0,cluster0
18060,55,14,1,0,0,0,0,50,0,cluster2
18061,71,9,0,0,0,0,0,17,0,cluster0
18062,47,16,1,0,0,0,0,60,1,cluster2
18063,17,6,3,0,0,0,0,12,0,cluster0
18064,31,13,2,0,1,0,0,50,1,cluster0
18065,32,10,5,2,0,0,0,40,0,cluster0
18066,46,10,1,0,0,3103,0,40,1,cluster1
18067,27,13,3,0,1,0,0,40,0,cluster0
18068,39,10,1,0,0,0,1902,50,1,cluster2
18069,40,9,0,0,1,0,0,48,0,cluster0
18070,30,9,0,0,1,0,1602,30,0,cluster0
18071,17,5,4,0,0,0,0,20,0,cluster0
18072,33,14,0,0,0,0,0,40,0,cluster2
18073,72,16,0,0,0,0,0,30,0,cluster2
18074,34,10,2,0,1,0,0,40,1,cluster0
18075,65,9,5,2,0,0,0,40,0,cluster0
18076,36,13,1,0,0,0,1887,50,1,cluster2
18077,32,9,4,0,0,0,0,40,0,cluster0
18078,26,10,5,0,0,0,0,40,0,cluster0
18079,22,9,0,0,0,0,0,40,0,cluster0
18080,47,15,1,0,0,99999,0,48,1,cluster1
18081,31,10,0,0,0,0,0,40,0,cluster0
18082,28,13,0,0,0,0,0,50,0,cluster2
18083,38,14,0,0,1,0,0,50,1,cluster0
18084,34,12,1,0,0,0,0,28,0,cluster0
18085,44,13,1,0,0,0,0,35,1,cluster2
18086,27,10,3,2,0,0,0,40,0,cluster0
18087,50,13,1,0,0,0,0,44,1,cluster2
18088,47,9,2,1,1,0,0,30,0,cluster0
18089,20,10,0,0,0,0,0,40,0,cluster0
18090,24,9,0,0,0,0,0,38,0,cluster0
18091,29,10,1,0,0,0,0,40,1,cluster2
18092,37,11,4,1,1,0,0,32,0,cluster0
18093,42,12,0,0,0,0,0,40,0,cluster2
18094,20,10,3,0,0,0,0,20,0,cluster0
18095,68,10,0,0,1,0,0,40,0,cluster0
18096,22,10,0,2,1,0,0,40,0,cluster0
18097,72,9,1,0,0,0,0,30,0,cluster0
18098,45,10,1,1,0,0,0,20,0,cluster0
18099,30,9,1,1,0,0,0,40,0,cluster0
18100,33,9,1,0,0,0,0,40,0,cluster0
18101,43,9,1,0,0,0,0,40,1,cluster2
18102,56,10,0,0,0,4416,0,60,0,cluster1
18103,25,11,1,0,0,0,0,40,0,cluster0
18104,41,9,0,0,1,0,0,40,0,cluster0
18105,25,13,0,0,1,0,0,37,0,cluster0
18106,31,12,1,0,0,0,0,40,1,cluster2
18107,36,9,1,0,0,0,0,38,0,cluster0
18108,37,13,1,0,0,0,0,40,1,cluster2
18109,58,9,1,0,0,0,0,20,0,cluster0
18110,26,13,0,1,1,0,0,40,0,cluster0
18111,55,10,1,0,0,0,0,50,1,cluster2
18112,46,10,1,0,0,0,0,48,1,cluster2
18113,44,13,0,0,1,0,1617,20,0,cluster0
18114,44,7,1,1,0,0,0,60,0,cluster0
18115,28,13,0,0,0,0,0,55,0,cluster2
18116,42,6,1,0,0,0,0,50,0,cluster2
18117,41,9,0,0,0,0,0,40,0,cluster0
18118,39,13,1,0,0,0,0,45,0,cluster2
18119,64,11,1,0,0,0,0,30,0,cluster2
18120,20,10,3,0,0,0,0,25,0,cluster0
18121,45,10,1,0,0,0,0,40,1,cluster2
18122,31,9,1,0,0,0,0,50,0,cluster2
18123,36,14,1,0,0,0,0,40,1,cluster2
18124,32,5,4,4,1,0,0,40,0,cluster0
18125,33,11,1,0,0,0,0,65,0,cluster2
18126,51,9,0,0,1,99999,0,35,1,cluster1
18127,36,9,4,0,0,0,0,40,0,cluster0
18128,40,9,0,0,0,0,0,40,0,cluster0
18129,44,11,1,0,0,7298,0,51,1,cluster1
18130,40,9,4,0,1,0,0,45,0,cluster0
18131,46,11,0,0,1,0,0,40,0,cluster0
18132,31,15,1,0,0,0,0,60,1,cluster2
18133,30,9,0,0,1,0,1980,40,0,cluster0
18134,26,9,1,0,0,0,0,40,0,cluster0
18135,25,13,5,0,0,0,0,40,0,cluster0
18136,35,12,1,0,0,0,0,40,0,cluster2
18137,29,15,5,0,0,0,0,50,0,cluster0
18138,39,12,0,0,0,0,0,40,0,cluster0
18139,44,10,4,0,0,0,0,40,0,cluster0
18140,37,9,1,0,0,0,0,60,1,cluster2
18141,79,11,1,0,0,0,0,20,1,cluster2
18142,36,13,1,1,0,0,0,45,1,cluster0
18143,44,10,1,0,0,0,0,60,1,cluster2
18144,23,9,1,0,0,0,1573,30,0,cluster2
18145,27,13,0,0,1,0,0,45,0,cluster0
18146,46,13,1,0,0,0,1902,40,1,cluster2
18147,58,9,1,0,0,0,0,40,0,cluster2
18148,36,12,0,0,0,0,0,48,0,cluster2
18149,36,9,1,0,0,0,1887,60,1,cluster2
18150,21,10,0,0,0,0,0,45,0,cluster0
18151,41,9,0,0,1,14344,0,40,1,cluster1
18152,49,9,1,0,0,0,0,40,0,cluster2
18153,34,13,2,0,1,0,0,40,1,cluster0
18154,29,9,1,0,0,0,0,35,0,cluster0
18155,63,13,1,0,0,0,0,50,1,cluster2
18156,29,13,0,0,1,0,0,40,0,cluster0
18157,65,10,1,0,0,0,0,40,0,cluster2
18158,26,13,0,0,1,0,0,25,0,cluster0
18159,42,16,1,2,0,0,0,40,1,cluster0
18160,44,10,0,2,1,0,0,37,0,cluster0
18161,51,9,0,1,0,0,0,6,0,cluster0
18162,41,9,1,0,0,0,0,25,0,cluster0
18163,22,12,3,1,1,0,0,35,0,cluster0
18164,36,10,2,0,1,0,0,25,0,cluster0
18165,18,7,3,0,0,0,0,40,0,cluster0
18166,33,6,1,0,0,0,0,40,0,cluster0
18167,46,13,1,0,0,0,0,38,1,cluster2
18168,49,7,5,0,1,0,0,40,0,cluster0
18169,41,9,2,0,1,0,0,40,0,cluster0
18170,52,10,4,0,1,0,0,40,0,cluster0
18171,40,10,0,0,0,0,0,40,0,cluster0
18172,53,10,4,0,1,0,0,40,0,cluster0
18173,45,9,1,0,0,0,0,50,0,cluster2
18174,30,6,1,0,0,0,0,40,0,cluster0
18175,56,9,1,0,0,0,0,40,0,cluster2
18176,24,9,1,0,0,0,0,40,0,cluster0
18177,71,4,1,0,0,0,0,50,0,cluster0
18178,20,9,0,0,1,0,0,30,0,cluster0
18179,26,13,1,0,0,0,0,50,0,cluster2
18180,34,9,1,0,0,0,0,65,0,cluster2
18181,36,5,4,0,1,0,0,40,0,cluster0
18182,49,9,4,0,1,0,653,60,0,cluster0
18183,48,16,1,0,0,0,1902,50,1,cluster2
18184,22,9,3,0,1,0,0,40,0,cluster0
18185,30,10,0,0,0,0,1617,40,0,cluster2
18186,51,9,0,0,0,0,0,40,0,cluster0
18187,46,10,4,0,1,0,0,40,0,cluster0
18188,32,9,1,0,0,0,0,45,0,cluster2
