age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
35,22,6,9,0,30,0,0,0,0,0,45,0, <=50K
46,22,6,9,28,54,0,0,50,0,0,38,0, <=50K
37,22,30,10,28,54,0,0,0,0,0,52,0, <=50K
24,22,0,13,0,18,48,20,0,0,0,15,0, <=50K
37,11,6,9,28,12,48,0,0,0,0,10,0, <=50K
53,22,30,10,14,60,16,0,0,0,0,40,0, <=50K
27,22,6,9,0,30,0,0,0,0,0,30,0, <=50K
38,22,30,10,28,36,0,0,0,0,0,44,0, <=50K
53,11,72,6,14,48,16,0,0,0,0,60,0, <=50K
34,22,30,10,0,36,0,0,0,0,0,40,0, <=50K
23,22,6,9,0,30,48,20,0,0,0,40,0, <=50K
39,22,0,13,14,6,16,0,0,9,0,45,0, >50K
43,22,18,14,14,18,32,40,50,0,0,50,12, <=50K
67,66,6,9,14,6,16,40,0,0,0,40,0, >50K
81,11,6,9,14,6,16,0,0,0,0,30,0, <=50K
21,22,30,10,0,24,48,0,0,0,0,20,0, <=50K
23,22,30,10,0,30,0,0,0,0,0,25,0, <=50K
25,22,30,10,0,42,64,0,0,0,0,40,0, <=50K
42,22,66,3,14,54,32,0,50,0,0,38,10, <=50K
38,22,30,10,14,0,32,20,50,0,0,40,0, <=50K
64,55,6,9,14,66,16,0,0,0,0,5,0, <=50K
32,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
37,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
51,22,18,14,14,6,16,0,0,0,0,60,0, >50K
22,22,30,10,0,30,0,0,50,0,0,42,0, <=50K
33,22,78,2,42,84,0,0,50,0,0,40,54, <=50K
42,22,6,9,28,54,0,0,0,0,0,55,0, <=50K
19,55,30,10,0,66,48,0,50,0,0,10,0, <=50K
51,44,84,1,14,24,16,0,0,0,0,40,0, <=50K
23,22,6,9,14,0,32,0,50,0,0,40,10, <=50K
37,22,12,7,14,54,16,0,0,8,0,44,0, >50K
37,22,6,9,14,36,16,0,0,0,0,99,0, >50K
47,22,18,14,0,18,0,0,50,0,0,25,0, <=50K
41,22,60,15,14,18,16,0,0,0,7,40,0, >50K
33,22,6,9,14,36,16,0,0,0,0,30,0, <=50K
31,22,0,13,0,30,0,0,0,0,0,40,0, >50K
31,22,36,12,28,24,64,60,50,0,0,40,0, <=50K
35,22,6,9,14,54,16,20,0,0,0,40,0, <=50K
38,66,6,9,14,6,16,0,0,0,0,40,0, >50K
18,22,6,9,0,24,0,0,50,0,0,45,0, <=50K
20,22,6,9,14,54,16,0,0,0,0,40,0, <=50K
54,44,30,10,28,6,64,20,50,0,0,35,0, <=50K
40,22,30,10,28,0,64,0,50,0,0,40,0, <=50K
36,66,0,13,14,6,32,0,50,0,7,45,0, >50K
43,22,30,10,28,36,64,0,0,0,0,35,0, <=50K
44,11,30,10,28,48,64,0,0,0,0,40,0, <=50K
44,0,6,9,14,18,32,0,50,0,0,40,0, >50K
43,22,18,14,14,6,16,0,0,0,0,43,0, >50K
51,22,48,4,84,24,64,20,50,0,0,40,0, <=50K
18,22,6,9,0,24,48,0,50,0,0,20,0, <=50K
51,22,30,10,14,6,16,0,0,0,0,40,0, <=50K
41,22,72,6,14,36,16,0,0,0,0,30,8, <=50K
44,66,30,10,14,30,16,0,0,0,0,70,0, >50K
33,44,72,6,28,42,0,0,0,0,0,40,0, <=50K
33,11,0,13,14,6,16,0,0,0,0,40,0, >50K
42,22,36,12,14,6,16,0,0,0,0,40,0, >50K
25,22,30,10,14,18,16,0,0,0,0,45,0, <=50K
32,22,6,9,28,54,0,0,50,0,0,38,0, <=50K
32,22,0,13,14,36,16,0,0,0,0,70,10, <=50K
36,22,72,6,28,6,64,0,50,0,0,40,0, <=50K
28,22,6,9,14,42,16,0,0,0,0,40,0, <=50K
20,22,6,9,0,24,48,0,50,0,0,20,0, <=50K
35,66,30,10,14,30,16,0,0,0,0,60,0, >50K
55,11,6,9,14,36,16,0,0,0,0,20,0, <=50K
48,22,0,13,14,6,16,40,0,0,0,40,6, >50K
36,55,42,11,84,66,0,0,50,0,0,20,0, <=50K
34,22,6,9,14,36,16,0,0,0,0,35,0, >50K
28,22,0,13,0,60,0,0,50,0,0,35,0, <=50K
67,22,0,13,84,6,0,0,0,0,7,40,0, >50K
37,22,6,9,14,36,16,0,0,0,0,40,0, <=50K
44,22,6,9,0,42,64,0,0,0,0,70,0, <=50K
25,22,30,10,0,30,0,0,50,0,0,40,0, <=50K
21,22,30,10,0,6,0,0,50,8,0,40,0, <=50K
40,0,18,14,14,18,16,0,0,0,0,35,0, >50K
78,22,6,9,84,24,0,20,50,7,0,40,0, <=50K
34,22,6,9,28,12,48,0,0,0,0,40,0, <=50K
49,22,6,9,0,0,0,0,50,0,0,44,0, <=50K
22,22,36,12,0,0,0,0,50,0,0,40,0, <=50K
23,55,6,9,0,66,64,20,50,0,0,40,0, <=50K
60,11,6,9,0,48,64,0,0,0,0,42,0, <=50K
45,44,6,9,84,72,0,0,0,0,0,40,0, >50K
63,22,42,11,28,24,0,0,50,0,0,20,0, <=50K
41,22,6,9,0,36,48,20,50,0,0,35,0, <=50K
47,22,6,9,28,0,64,0,50,0,0,40,0, <=50K
44,22,6,9,28,36,64,0,0,0,0,40,0, <=50K
51,22,30,10,84,18,0,0,50,8,0,40,0, <=50K
46,22,0,13,0,30,0,0,0,0,7,40,0, <=50K
41,22,42,11,14,54,16,0,0,0,0,40,0, <=50K
50,11,6,9,14,36,16,0,0,0,0,30,0, <=50K
47,22,6,9,14,0,16,0,0,0,0,50,0, >50K
35,22,6,9,0,6,0,0,0,0,0,45,0, <=50K
56,22,6,9,14,6,16,0,0,0,0,55,0, >50K
45,22,18,14,28,18,0,0,0,0,0,45,0, <=50K
48,33,0,13,28,6,64,0,0,0,0,58,0, >50K
40,22,30,10,14,54,16,0,0,7,0,40,0, <=50K
39,66,0,13,14,6,16,0,0,9,0,50,0, >50K
