@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-R2-4,7,9,14-weka.filters.supervised.attribute.NominalToBinary'

@attribute age numeric
@attribute education-num numeric
@attribute 'marital-status= Never-married' numeric
@attribute 'marital-status= Married-civ-spouse' numeric
@attribute 'marital-status= Divorced' numeric
@attribute 'marital-status= Married-spouse-absent' numeric
@attribute 'marital-status= Separated' numeric
@attribute 'marital-status= Married-AF-spouse' numeric
@attribute 'marital-status= Widowed' numeric
@attribute 'relationship= Not-in-family' numeric
@attribute 'relationship= Husband' numeric
@attribute 'relationship= Wife' numeric
@attribute 'relationship= Own-child' numeric
@attribute 'relationship= Unmarried' numeric
@attribute 'relationship= Other-relative' numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {' <=50K',' >50K'}

@data
23,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
27,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
23,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25,' <=50K'
42,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,50,' >50K'
25,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2174,0,40,' <=50K'
49,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
32,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,' <=50K'
60,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
42,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
35,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
48,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37,' <=50K'
51,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
29,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
36,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
17,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,' <=50K'
52,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6849,0,60,' <=50K'
24,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
24,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
26,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1055,0,40,' <=50K'
27,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
39,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,' <=50K'
30,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,' <=50K'
52,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' <=50K'
46,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,45,' >50K'
23,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
45,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20,' <=50K'
65,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,24,' <=50K'
29,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' <=50K'
47,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
30,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,' <=50K'
34,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,' <=50K'
33,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
49,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,' >50K'
47,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
49,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
43,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,60,' >50K'
30,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
58,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,' <=50K'
21,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,60,' >50K'
47,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
52,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
26,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55,' <=50K'
60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
36,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5178,0,50,' >50K'
31,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
50,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' >50K'
31,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
71,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,' <=50K'
58,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
30,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4101,0,50,' <=50K'
35,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
38,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
27,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32,' <=50K'
29,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
70,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1111,0,15,' <=50K'
34,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
44,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' <=50K'
43,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
44,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
35,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,' <=50K'
27,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
43,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,' <=50K'
20,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,' <=50K'
42,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8614,0,40,' >50K'
27,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3411,0,40,' <=50K'
42,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
20,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1762,40,' <=50K'
24,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1721,40,' <=50K'
48,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
22,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2597,0,40,' <=50K'
17,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,' <=50K'
32,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
31,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
58,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,' <=50K'
29,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,' <=50K'
37,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
34,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
23,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
18,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,' <=50K'
34,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
66,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,' <=50K'
45,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,' <=50K'
41,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,' <=50K'
26,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,' <=50K'
54,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
24,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45,' <=50K'
42,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
23,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
25,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,' <=50K'
35,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,' >50K'
31,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,40,' >50K'
30,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
36,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
31,13,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1380,40,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
31,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
46,16,0,0,1,0,0,0,0,0,0,0,0,1,0,1,25236,0,65,' >50K'
44,13,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,50,' >50K'
40,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
45,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' <=50K'
18,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,' <=50K'
28,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
36,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
36,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
40,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4386,0,40,' <=50K'
36,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
31,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
33,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,' <=50K'
34,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
33,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
41,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2051,60,' <=50K'
29,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4650,0,40,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,' >50K'
42,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,45,' >50K'
43,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' >50K'
44,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
20,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
31,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
65,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9386,0,59,' >50K'
23,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,' <=50K'
55,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
26,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2377,45,' <=50K'
25,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,' <=50K'
45,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
35,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2407,0,40,' <=50K'
36,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,36,' <=50K'
43,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
56,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,594,0,20,' <=50K'
42,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
19,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25,' <=50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,' <=50K'
42,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,14084,0,50,' >50K'
26,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
17,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
42,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,40,' >50K'
32,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
29,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
46,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,' <=50K'
29,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,40,' >50K'
22,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,' <=50K'
58,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,' <=50K'
39,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
27,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,' <=50K'
54,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
33,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
46,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
37,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
36,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,' <=50K'
59,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38,' >50K'
34,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
53,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,' >50K'
51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,' >50K'
32,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,42,' <=50K'
31,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40,' <=50K'
22,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30,' <=50K'
47,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,50,' <=50K'
32,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
26,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,' <=50K'
37,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,' <=50K'
31,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,55,' <=50K'
37,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,24,' >50K'
55,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,' <=50K'
23,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,56,' <=50K'
36,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
34,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
43,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
54,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
43,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
28,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1669,42,' <=50K'
40,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
41,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
40,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,' >50K'
42,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,38,' <=50K'
61,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2352,50,' <=50K'
18,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
59,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,' <=50K'
21,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1055,0,40,' <=50K'
48,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
41,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
18,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,' <=50K'
23,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2463,0,40,' <=50K'
60,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
22,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,' <=50K'
61,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
25,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
46,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,' >50K'
43,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,40,' >50K'
43,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
24,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1721,30,' <=50K'
68,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,' <=50K'
31,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,38,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
32,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5178,0,48,' >50K'
50,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3103,0,47,' >50K'
64,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
20,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
30,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36,' <=50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
43,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
17,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
47,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75,' <=50K'
41,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,' <=50K'
56,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
64,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
47,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
48,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
31,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,' <=50K'
29,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
30,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,40,' <=50K'
32,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1672,60,' <=50K'
57,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,653,42,' >50K'
62,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,40,' <=50K'
39,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24,' <=50K'
43,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,' <=50K'
24,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
42,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,' <=50K'
53,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4386,0,40,' >50K'
26,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
73,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
72,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,24,' <=50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
25,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
41,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,50,' >50K'
24,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
63,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
35,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
51,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
62,13,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,48,' <=50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4386,0,40,' >50K'
43,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
40,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,50,' <=50K'
37,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
39,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
31,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,' <=50K'
61,14,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,40,' >50K'
26,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,55,' <=50K'
46,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
26,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
48,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50,' >50K'
34,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
34,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
59,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
34,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
49,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,' >50K'
18,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
43,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
48,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
28,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,' <=50K'
33,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
24,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,' <=50K'
21,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,' <=50K'
39,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
29,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
44,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
24,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,' <=50K'
71,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10605,0,40,' >50K'
51,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2415,40,' >50K'
55,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,' <=50K'
41,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
23,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,' <=50K'
38,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
39,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
19,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30,' <=50K'
49,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
32,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,' >50K'
27,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,' <=50K'
38,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
33,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60,' <=50K'
63,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,' <=50K'
23,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,' <=50K'
33,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
54,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
29,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2174,0,45,' <=50K'
48,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,30,' <=50K'
35,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
28,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
37,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,50,' >50K'
42,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,' >50K'
40,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
