age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,over-50k,class
51,22,30,10,14,18,16,0,0,0,0,40,0,50,cluster3
62,44,0,13,84,18,0,0,50,0,0,48,0,0,cluster3
55,22,6,9,14,36,16,0,0,8,0,40,0,50,cluster1
43,22,30,10,28,18,0,0,0,0,0,40,0,0,cluster3
40,44,6,9,28,24,0,0,50,0,0,50,0,0,cluster2
37,22,0,13,14,6,16,0,0,0,0,45,0,50,cluster3
39,22,0,13,14,36,16,0,0,0,0,40,0,0,cluster3
31,22,6,9,0,36,48,0,0,0,0,18,0,0,cluster2
61,22,18,14,84,18,0,0,50,0,0,40,0,50,cluster3
26,22,42,11,28,0,0,0,50,0,0,55,0,0,cluster2
46,11,6,9,14,30,16,0,0,0,0,50,0,0,cluster3
26,22,0,13,0,18,0,0,50,0,0,40,0,0,cluster2
48,0,54,16,28,18,48,0,0,0,0,50,0,50,cluster3
34,22,6,9,0,42,48,0,0,0,0,40,0,0,cluster2
34,44,6,9,0,0,48,0,50,0,0,40,0,0,cluster2
59,22,6,9,14,24,16,0,0,0,0,40,0,50,cluster3
34,22,0,13,0,18,48,0,50,0,0,40,0,0,cluster2
49,22,0,13,0,6,0,0,50,0,0,56,0,50,cluster3
18,22,12,7,0,0,48,0,50,0,0,20,0,0,cluster2
43,22,6,9,14,48,16,0,0,0,0,40,10,0,cluster3
48,22,12,7,14,6,16,0,0,0,0,50,0,0,cluster3
28,66,30,10,14,6,16,0,0,0,0,70,0,0,cluster3
33,22,6,9,14,54,16,0,0,0,0,40,0,0,cluster3
24,22,30,10,0,30,0,0,50,0,0,15,0,0,cluster2
21,22,72,6,0,12,0,0,0,0,0,40,0,0,cluster2
17,22,12,7,0,30,48,0,0,0,0,28,0,0,cluster2
39,22,30,10,14,48,16,0,0,0,0,50,0,50,cluster3
29,11,0,13,56,18,48,0,0,0,0,40,0,0,cluster2
44,22,0,13,14,6,16,0,0,0,0,40,0,50,cluster3
24,22,30,10,0,42,48,0,0,0,0,50,0,0,cluster2
71,11,18,14,14,30,16,0,0,9,0,40,0,50,cluster1
51,11,0,13,14,30,16,40,0,0,7,40,56,50,cluster1
55,22,66,3,28,24,64,20,0,0,0,25,0,0,cluster3
41,22,0,13,14,6,16,0,0,0,0,60,0,50,cluster3
23,22,6,9,0,12,64,20,50,0,0,7,0,0,cluster2
38,22,42,11,28,0,64,0,50,0,0,40,0,0,cluster2
39,22,6,9,14,42,16,0,0,0,0,40,0,50,cluster3
19,22,6,9,0,0,0,0,50,0,0,30,0,0,cluster2
49,22,24,5,28,54,0,0,50,0,0,40,0,0,cluster3
32,22,0,13,14,0,80,0,0,0,0,40,26,50,cluster2
27,22,6,9,14,36,16,0,0,0,0,70,0,0,cluster3
38,22,0,13,14,30,16,0,0,0,0,50,0,50,cluster3
33,22,30,10,14,36,32,0,50,0,0,60,0,0,cluster3
63,55,30,10,14,66,16,0,0,0,0,15,0,0,cluster3
23,22,0,13,0,6,48,0,0,0,0,28,0,0,cluster2
33,66,30,10,14,36,16,0,0,0,0,60,8,0,cluster3
54,11,6,9,14,30,16,20,0,0,0,40,0,0,cluster3
29,22,42,11,28,60,0,0,50,7,0,45,0,0,cluster1
48,55,30,10,28,66,64,20,50,0,0,30,0,0,cluster3
35,11,0,13,0,6,0,0,0,0,0,40,0,0,cluster2
28,22,42,11,14,0,32,40,50,0,0,40,6,0,cluster3
37,22,0,13,14,18,16,0,0,8,0,50,0,50,cluster1
42,11,60,15,14,48,16,0,0,0,0,65,0,50,cluster1
40,22,18,14,14,18,16,0,0,0,0,40,0,0,cluster3
47,22,30,10,28,30,48,0,0,0,0,55,0,0,cluster2
22,22,0,13,0,6,48,0,50,0,0,50,0,0,cluster2
30,22,0,13,14,6,16,0,0,0,0,45,0,50,cluster3
28,22,6,9,14,60,16,0,0,0,0,40,0,0,cluster3
63,44,48,4,14,24,16,0,0,0,0,55,0,0,cluster3
51,11,24,5,14,36,16,0,0,0,0,20,0,0,cluster3
22,22,6,9,0,12,48,0,50,0,0,40,0,0,cluster2
27,55,36,12,14,66,48,60,0,0,0,40,0,0,cluster2
35,22,6,9,0,30,0,0,0,0,0,45,0,0,cluster2
46,22,6,9,28,54,0,0,50,0,0,38,0,0,cluster3
37,22,30,10,28,54,0,0,0,0,0,52,0,0,cluster2
24,22,0,13,0,18,48,20,0,0,0,15,0,0,cluster2
37,11,6,9,28,12,48,0,0,0,0,10,0,0,cluster2
53,22,30,10,14,60,16,0,0,0,0,40,0,0,cluster3
27,22,6,9,0,30,0,0,0,0,0,30,0,0,cluster2
38,22,30,10,28,36,0,0,0,0,0,44,0,0,cluster2
53,11,72,6,14,48,16,0,0,0,0,60,0,0,cluster3
34,22,30,10,0,36,0,0,0,0,0,40,0,0,cluster2
23,22,6,9,0,30,48,20,0,0,0,40,0,0,cluster2
39,22,0,13,14,6,16,0,0,9,0,45,0,50,cluster1
43,22,18,14,14,18,32,40,50,0,0,50,12,0,cluster3
67,66,6,9,14,6,16,40,0,0,0,40,0,50,cluster3
81,11,6,9,14,6,16,0,0,0,0,30,0,0,cluster3
21,22,30,10,0,24,48,0,0,0,0,20,0,0,cluster2
23,22,30,10,0,30,0,0,0,0,0,25,0,0,cluster2
25,22,30,10,0,42,64,0,0,0,0,40,0,0,cluster2
42,22,66,3,14,54,32,0,50,0,0,38,10,0,cluster3
38,22,30,10,14,0,32,20,50,0,0,40,0,0,cluster3
64,55,6,9,14,66,16,0,0,0,0,5,0,0,cluster3
32,22,6,9,14,54,16,0,0,0,0,40,0,0,cluster3
37,22,6,9,14,54,16,0,0,0,0,40,0,0,cluster3
51,22,18,14,14,6,16,0,0,0,0,60,0,50,cluster3
22,22,30,10,0,30,0,0,50,0,0,42,0,0,cluster2
33,22,78,2,42,84,0,0,50,0,0,40,54,0,cluster2
42,22,6,9,28,54,0,0,0,0,0,55,0,0,cluster2
19,55,30,10,0,66,48,0,50,0,0,10,0,0,cluster2
51,44,84,1,14,24,16,0,0,0,0,40,0,0,cluster3
23,22,6,9,14,0,32,0,50,0,0,40,10,0,cluster3
37,22,12,7,14,54,16,0,0,8,0,44,0,50,cluster1
37,22,6,9,14,36,16,0,0,0,0,99,0,50,cluster1
47,22,18,14,0,18,0,0,50,0,0,25,0,0,cluster3
41,22,60,15,14,18,16,0,0,0,7,40,0,50,cluster1
33,22,6,9,14,36,16,0,0,0,0,30,0,0,cluster3
31,22,0,13,0,30,0,0,0,0,0,40,0,50,cluster2
31,22,36,12,28,24,64,60,50,0,0,40,0,0,cluster2
35,22,6,9,14,54,16,20,0,0,0,40,0,0,cluster3
38,66,6,9,14,6,16,0,0,0,0,40,0,50,cluster3
18,22,6,9,0,24,0,0,50,0,0,45,0,0,cluster2
20,22,6,9,14,54,16,0,0,0,0,40,0,0,cluster3
54,44,30,10,28,6,64,20,50,0,0,35,0,0,cluster3
40,22,30,10,28,0,64,0,50,0,0,40,0,0,cluster3
36,66,0,13,14,6,32,0,50,0,7,45,0,50,cluster1
43,22,30,10,28,36,64,0,0,0,0,35,0,0,cluster3
44,11,30,10,28,48,64,0,0,0,0,40,0,0,cluster3
44,0,6,9,14,18,32,0,50,0,0,40,0,50,cluster3
43,22,18,14,14,6,16,0,0,0,0,43,0,50,cluster3
51,22,48,4,84,24,64,20,50,0,0,40,0,0,cluster3
18,22,6,9,0,24,48,0,50,0,0,20,0,0,cluster2
51,22,30,10,14,6,16,0,0,0,0,40,0,0,cluster3
41,22,72,6,14,36,16,0,0,0,0,30,8,0,cluster3
44,66,30,10,14,30,16,0,0,0,0,70,0,50,cluster1
33,44,72,6,28,42,0,0,0,0,0,40,0,0,cluster2
33,11,0,13,14,6,16,0,0,0,0,40,0,50,cluster3
42,22,36,12,14,6,16,0,0,0,0,40,0,50,cluster3
25,22,30,10,14,18,16,0,0,0,0,45,0,0,cluster3
32,22,6,9,28,54,0,0,50,0,0,38,0,0,cluster2
32,22,0,13,14,36,16,0,0,0,0,70,10,0,cluster1
36,22,72,6,28,6,64,0,50,0,0,40,0,0,cluster2
28,22,6,9,14,42,16,0,0,0,0,40,0,0,cluster3
20,22,6,9,0,24,48,0,50,0,0,20,0,0,cluster2
35,66,30,10,14,30,16,0,0,0,0,60,0,50,cluster3
55,11,6,9,14,36,16,0,0,0,0,20,0,0,cluster3
48,22,0,13,14,6,16,40,0,0,0,40,6,50,cluster3
36,55,42,11,84,66,0,0,50,0,0,20,0,0,cluster3
34,22,6,9,14,36,16,0,0,0,0,35,0,50,cluster3
28,22,0,13,0,60,0,0,50,0,0,35,0,0,cluster2
67,22,0,13,84,6,0,0,0,0,7,40,0,50,cluster1
37,22,6,9,14,36,16,0,0,0,0,40,0,0,cluster3
44,22,6,9,0,42,64,0,0,0,0,70,0,0,cluster2
25,22,30,10,0,30,0,0,50,0,0,40,0,0,cluster2
21,22,30,10,0,6,0,0,50,8,0,40,0,0,cluster1
40,0,18,14,14,18,16,0,0,0,0,35,0,50,cluster3
78,22,6,9,84,24,0,20,50,7,0,40,0,0,cluster1
34,22,6,9,28,12,48,0,0,0,0,40,0,0,cluster2
49,22,6,9,0,0,0,0,50,0,0,44,0,0,cluster3
22,22,36,12,0,0,0,0,50,0,0,40,0,0,cluster2
23,55,6,9,0,66,64,20,50,0,0,40,0,0,cluster2
60,11,6,9,0,48,64,0,0,0,0,42,0,0,cluster3
45,44,6,9,84,72,0,0,0,0,0,40,0,50,cluster3
63,22,42,11,28,24,0,0,50,0,0,20,0,0,cluster3
41,22,6,9,0,36,48,20,50,0,0,35,0,0,cluster2
47,22,6,9,28,0,64,0,50,0,0,40,0,0,cluster3
44,22,6,9,28,36,64,0,0,0,0,40,0,0,cluster3
51,22,30,10,84,18,0,0,50,8,0,40,0,0,cluster1
46,22,0,13,0,30,0,0,0,0,7,40,0,0,cluster2
41,22,42,11,14,54,16,0,0,0,0,40,0,0,cluster3
50,11,6,9,14,36,16,0,0,0,0,30,0,0,cluster3
47,22,6,9,14,0,16,0,0,0,0,50,0,50,cluster3
35,22,6,9,0,6,0,0,0,0,0,45,0,0,cluster2
56,22,6,9,14,6,16,0,0,0,0,55,0,50,cluster3
45,22,18,14,28,18,0,0,0,0,0,45,0,0,cluster3
48,33,0,13,28,6,64,0,0,0,0,58,0,50,cluster3
40,22,30,10,14,54,16,0,0,7,0,40,0,0,cluster1
39,66,0,13,14,6,16,0,0,9,0,50,0,50,cluster1
